"","Name","number.bets","percentage.win","profit.loss","N.purch","rank.profit","rank.npurc","puntaje_total","rank_total"
"39","Mr Londono 3",51,0.333333333333333,-0.00673985942190714,521,0.68,0.902222222222222,1.58222222222222,92
"40","Mr Perez 3",50,0.34,0.42773925065294,486,0.851111111111111,0.733333333333333,1.58444444444444,92
"41","Andrea Ramirez 4",45,0.377777777777778,0.521402879370021,483,0.875555555555556,0.704444444444444,1.58,91
"42","Fernando Posada 1",49,0.306122448979592,0.49155101464223,484,0.866666666666667,0.711111111111111,1.57777777777778,91
"43","Mateo Posada 1",44,0.295454545454545,0.480750583891292,485,0.862222222222222,0.717777777777778,1.58,91
"44","Andrea Graciano 4",47,0.361702127659574,0.586840736860123,480,0.888888888888889,0.684444444444444,1.57333333333333,90
"45","Andres Perez 3",47,0.468085106382979,3.218907077436,461,0.995555555555556,0.582222222222222,1.57777777777778,90
"46","Juan Perez 1",51,0.352941176470588,-0.0898984948664101,530,0.633333333333333,0.935555555555556,1.56888888888889,90
"47","Mateo Chip 2",49,0.26530612244898,0.328301265460015,489,0.826666666666667,0.746666666666667,1.57333333333333,90
"48","Sebastian Molina 2",47,0.340425531914894,1.21636784629952,468,0.951111111111111,0.62,1.57111111111111,90
"49","Andres Graciano 3",51,0.294117647058824,0.433068644686486,483,0.853333333333333,0.704444444444444,1.55777777777778,89
"50","Fernando Perez 2",48,0.375,0.176595211029304,492,0.788888888888889,0.766666666666667,1.55555555555556,89
"51","Mateo Molina 1",52,0.365384615384615,0.0588601832405864,502,0.733333333333333,0.831111111111111,1.56444444444444,89
"52","Mr Ramirez 5",47,0.340425531914894,0.141060875222081,492,0.775555555555556,0.766666666666667,1.54222222222222,89
"53","Fernando Graciano 1",54,0.296296296296296,-0.164419072031139,536,0.575555555555556,0.948888888888889,1.52444444444444,88
"54","Juan Londono 3",47,0.361702127659574,0.37897233406199,481,0.835555555555556,0.697777777777778,1.53333333333333,88
"55","Juan Molina 3",52,0.326923076923077,-0.110318581970089,524,0.613333333333333,0.911111111111111,1.52444444444444,88
"56","Mateo Molina 3",54,0.314814814814815,-0.212560208328724,552,0.544444444444444,0.977777777777778,1.52222222222222,88
"57","Mr Londono 4",48,0.354166666666667,0.657408045840996,467,0.904444444444444,0.615555555555556,1.52,88
"58","Fernando Uribe 2",44,0.363636363636364,0.737920023303164,464,0.917777777777778,0.6,1.51777777777778,87
"59","Juan Graciano 3",47,0.382978723404255,0.858835146692837,462,0.931111111111111,0.586666666666667,1.51777777777778,87
"60","Mateo Perez 5",50,0.28,-0.0957877847654757,514,0.628888888888889,0.88,1.50888888888889,87
"61","Mr Perez 5",45,0.311111111111111,0.612022675147159,466,0.893333333333333,0.608888888888889,1.50222222222222,87
"62","Andrea Uribe 4",43,0.372093023255814,1.30794255401178,452,0.96,0.513333333333333,1.47333333333333,86
"63","Fernando Jaramillo 5",44,0.363636363636364,0.670065979994588,463,0.908888888888889,0.588888888888889,1.49777777777778,86
"64","Fernando Uribe 5",55,0.272727272727273,-0.160954518518201,524,0.577777777777778,0.911111111111111,1.48888888888889,86
"65","Mateo Molina 4",50,0.22,-0.105437412574909,512,0.617777777777778,0.864444444444444,1.48222222222222,86
"66","Mateo Posada 4",49,0.326530612244898,0.521684701915475,466,0.877777777777778,0.608888888888889,1.48666666666667,86
"67","Alejandro Hassan 5",45,0.377777777777778,0.526859352189235,462,0.882222222222222,0.586666666666667,1.46888888888889,85
"68","Andrea Jaramillo 5",48,0.333333333333333,-0.0754782143875928,499,0.646666666666667,0.811111111111111,1.45777777777778,85
"69","Manuela Londono 5",45,0.444444444444444,0.694871799331387,456,0.911111111111111,0.546666666666667,1.45777777777778,85
"70","Manuela Perez 5",47,0.319148936170213,-0.0748675164049156,499,0.648888888888889,0.811111111111111,1.46,85
"71","Mateo Ramirez 5",53,0.283018867924528,-0.214007776434558,526,0.542222222222222,0.92,1.46222222222222,85
"72","Andrea Posada 5",50,0.26,0.0214780198296678,488,0.7,0.74,1.44,84
"73","Andres Molina 4",47,0.361702127659574,0.21189043074463,472,0.797777777777778,0.646666666666667,1.44444444444444,84
"74","Manuela Ramirez 1",44,0.340909090909091,0.526644129716068,460,0.88,0.575555555555556,1.45555555555556,84
"75","Mr Chip 2",50,0.3,0.0227164310017385,487,0.702222222222222,0.735555555555556,1.43777777777778,84
"76","Andres Posada 5",46,0.304347826086957,0.181008387398504,470,0.791111111111111,0.635555555555556,1.42666666666667,83
"77","Manuela Posada 5",47,0.297872340425532,-0.0361909131439697,492,0.664444444444444,0.766666666666667,1.43111111111111,83
"78","Mateo Londono 1",45,0.377777777777778,0.649242422872789,453,0.902222222222222,0.522222222222222,1.42444444444444,83
"79","Mr Chip 1",55,0.272727272727273,-0.324959416439632,592,0.44,0.993333333333333,1.43333333333333,83
"80","Alejandro Molina 2",51,0.294117647058824,-0.198540536088809,507,0.551111111111111,0.848888888888889,1.4,82
"81","Alejandro Posada 2",47,0.382978723404255,0.360688330085996,459,0.831111111111111,0.568888888888889,1.4,82
"82","Alejandro Ramirez 1",48,0.270833333333333,-0.129975701268525,496,0.6,0.8,1.4,82
"83","Andres Chip 3",45,0.333333333333333,0.059838684242385,477,0.735555555555556,0.677777777777778,1.41333333333333,82
"84","Andres Hassan 1",47,0.276595744680851,0.212181954843594,464,0.8,0.6,1.4,82
"85","Andres Ramirez 2",44,0.386363636363636,3.04567529408173,442,0.991111111111111,0.42,1.41111111111111,82
"86","Mr Perez 2",48,0.229166666666667,-0.198131800812607,508,0.553333333333333,0.853333333333333,1.40666666666667,82
"87","Sebastian Graciano 4",51,0.411764705882353,0.617464112622923,452,0.895555555555556,0.513333333333333,1.40888888888889,82
"88","Fernando Chip 4",48,0.354166666666667,0.316537782868126,460,0.82,0.575555555555556,1.39555555555556,81
"89","Andrea Perez 1",49,0.306122448979592,-0.280669394686244,519,0.488888888888889,0.895555555555556,1.38444444444444,80
"90","Juan Graciano 5",52,0.211538461538462,-0.243203549871144,511,0.528888888888889,0.86,1.38888888888889,80
"91","Mateo Molina 2",44,0.363636363636364,0.379181250000457,455,0.837777777777778,0.54,1.37777777777778,80
"92","Mr Hassan 3",52,0.288461538461538,-0.183405788550822,500,0.562222222222222,0.815555555555556,1.37777777777778,80
"93","Mr Hassan 5",50,0.32,-0.35981248766552,545,0.408888888888889,0.968888888888889,1.37777777777778,80
"94","Alejandro Graciano 2",52,0.269230769230769,-0.347445610924418,529,0.417777777777778,0.926666666666667,1.34444444444444,79
"95","Alejandro Ramirez 2",47,0.319148936170213,-0.120811394277695,492,0.606666666666667,0.766666666666667,1.37333333333333,79
"96","Fernando Chip 1",56,0.25,-0.393913754965776,598,0.36,0.997777777777778,1.35777777777778,79
"97","Mateo Uribe 1",51,0.294117647058824,-0.289728686494135,513,0.48,0.871111111111111,1.35111111111111,79
"98","Alejandro Graciano 1",51,0.313725490196078,-0.321600798182913,517,0.444444444444444,0.888888888888889,1.33333333333333,78
"99","Alejandro Molina 1",49,0.285714285714286,-0.326219688509419,517,0.437777777777778,0.888888888888889,1.32666666666667,78
"100","Andrea Posada 3",49,0.306122448979592,-0.231033344124393,495,0.54,0.786666666666667,1.32666666666667,78
"101","Manuela Graciano 1",46,0.41304347826087,0.198845809152366,455,0.793333333333333,0.54,1.33333333333333,78
"102","Manuela Molina 2",42,0.357142857142857,0.984337270661554,437,0.94,0.391111111111111,1.33111111111111,78
"103","Andrea Londono 4",45,0.4,0.318301904434955,451,0.822222222222222,0.5,1.32222222222222,77
"104","Manuela Molina 1",42,0.404761904761905,0.820388620691228,436,0.926666666666667,0.386666666666667,1.31333333333333,77
"105","Mateo Hassan 1",47,0.297872340425532,0.011794921358806,469,0.688888888888889,0.624444444444444,1.31333333333333,77
"106","Mr Jaramillo 5",50,0.3,-0.289485135878705,504,0.482222222222222,0.835555555555556,1.31777777777778,77
"107","Sebastian Hassan 5",47,0.297872340425532,-0.24618575909584,495,0.526666666666667,0.786666666666667,1.31333333333333,77
"108","Andres Chip 5",47,0.340425531914894,0.0719566653000134,457,0.748888888888889,0.553333333333333,1.30222222222222,76
"109","Manuela Graciano 4",48,0.270833333333333,-0.113187146919517,481,0.611111111111111,0.697777777777778,1.30888888888889,76
"110","Sebastian Posada 5",45,0.311111111111111,-0.0786967691850374,475,0.642222222222222,0.668888888888889,1.31111111111111,76
"111","Sebastian Ramirez 1",44,0.295454545454545,0.0685011405929663,457,0.744444444444444,0.553333333333333,1.29777777777778,76
"112","Andrea Molina 3",48,0.291666666666667,-0.0836007754290995,472,0.635555555555556,0.646666666666667,1.28222222222222,75
"113","Juan Graciano 1",46,0.41304347826087,0.247628908441559,449,0.804444444444444,0.491111111111111,1.29555555555556,75
"114","Mateo Posada 2",45,0.355555555555556,0.0462884910494312,459,0.713333333333333,0.568888888888889,1.28222222222222,75
"115","Mr Uribe 2",44,0.272727272727273,0.0387813126764831,461,0.706666666666667,0.582222222222222,1.28888888888889,75
"116","Alejandro Perez 3",45,0.244444444444444,-0.241441712113143,489,0.533333333333333,0.746666666666667,1.28,74
"117","Andres Londono 4",42,0.428571428571429,1.94158246210306,424,0.968888888888889,0.297777777777778,1.26666666666667,74
"118","Juan Perez 3",45,0.333333333333333,0.056643169731964,455,0.726666666666667,0.54,1.26666666666667,74
"119","Manuela Londono 2",51,0.333333333333333,-0.314173692213003,501,0.457777777777778,0.817777777777778,1.27555555555556,74
"120","Mr Ramirez 1",42,0.285714285714286,0.498872012831101,440,0.868888888888889,0.406666666666667,1.27555555555556,74
"121","Sebastian Uribe 2",51,0.294117647058824,-0.158502906895083,481,0.58,0.697777777777778,1.27777777777778,74
"122","Alejandro Jaramillo 4",52,0.25,-0.440875050172715,535,0.315555555555556,0.946666666666667,1.26222222222222,73
"123","Manuela Molina 5",56,0.267857142857143,-0.466851811130364,566,0.282222222222222,0.982222222222222,1.26444444444444,73
"124","Sebastian Jaramillo 1",41,0.341463414634146,0.709525473168833,430,0.915555555555556,0.337777777777778,1.25333333333333,73
"125","Andrea Perez 3",47,0.319148936170213,0.285876940357588,444,0.808888888888889,0.435555555555556,1.24444444444444,72
"126","Andrea Perez 4",46,0.326086956521739,0.409924182028571,438,0.844444444444444,0.395555555555556,1.24,72
"127","Juan Hassan 3",46,0.239130434782609,-0.322438621819009,496,0.442222222222222,0.8,1.24222222222222,72
"128","Juan Ramirez 3",47,0.212765957446809,-0.409998998134441,520,0.348888888888889,0.897777777777778,1.24666666666667,72
"129","Mr Molina 4",46,0.326086956521739,0.128001593530846,448,0.771111111111111,0.477777777777778,1.24888888888889,72
"130","Andrea Graciano 5",45,0.288888888888889,0.103775194784062,447,0.762222222222222,0.462222222222222,1.22444444444444,71
"131","Andrea Uribe 2",47,0.276595744680851,-0.381359950321398,507,0.375555555555556,0.848888888888889,1.22444444444444,71
"132","Manuela Graciano 5",45,0.333333333333333,0.137437772750618,447,0.773333333333333,0.462222222222222,1.23555555555556,71
"133","Manuela Jaramillo 2",46,0.326086956521739,0.0450325709097374,454,0.711111111111111,0.526666666666667,1.23777777777778,71
"134","Mr Perez 1",46,0.282608695652174,0.161079842991678,445,0.782222222222222,0.446666666666667,1.22888888888889,71
"135","Alejandro Molina 5",49,0.306122448979592,-0.383435225713338,505,0.368888888888889,0.842222222222222,1.21111111111111,70
"136","Andres Hassan 3",52,0.269230769230769,-0.455012685684104,525,0.302222222222222,0.917777777777778,1.22,70
"137","Andres Molina 3",50,0.24,-0.438569088229678,518,0.32,0.891111111111111,1.21111111111111,70
"138","Juan Molina 5",43,0.325581395348837,-0.0633593793917293,457,0.657777777777778,0.553333333333333,1.21111111111111,70
"139","Juan Uribe 1",49,0.26530612244898,-0.411201382547515,514,0.342222222222222,0.88,1.22222222222222,70
"140","Manuela Uribe 2",45,0.355555555555556,1.04199487486397,419,0.946666666666667,0.264444444444444,1.21111111111111,70
"141","Juan Molina 4",48,0.333333333333333,-0.299477737834239,486,0.471111111111111,0.733333333333333,1.20444444444444,69
"142","Sebastian Chip 4",41,0.390243902439024,2.44391956158117,413,0.986666666666667,0.22,1.20666666666667,69
"143","Andres Londono 1",45,0.266666666666667,-0.098115383115894,458,0.626666666666667,0.56,1.18666666666667,68
"144","Fernando Ramirez 4",42,0.428571428571429,2.74025739291252,408,0.988888888888889,0.197777777777778,1.18666666666667,68
"145","Fernando Ramirez 5",43,0.325581395348837,-0.139399993438351,464,0.591111111111111,0.6,1.19111111111111,68
"146","Fernando Uribe 4",46,0.41304347826087,0.646306553460349,424,0.9,0.297777777777778,1.19777777777778,68
"147","Manuela Ramirez 3",43,0.441860465116279,2.0035510989305,415,0.971111111111111,0.228888888888889,1.2,68
"148","Andrea Chip 2",44,0.295454545454545,-0.123769048160919,461,0.602222222222222,0.582222222222222,1.18444444444444,67
"149","Andres Posada 1",45,0.311111111111111,-0.0547276513795549,453,0.66,0.522222222222222,1.18222222222222,67
"150","Fernando Ramirez 1",48,0.354166666666667,-0.0784636153987679,455,0.644444444444444,0.54,1.18444444444444,67
"151","Manuela Molina 3",46,0.369565217391304,0.0575022137649923,445,0.731111111111111,0.446666666666667,1.17777777777778,67
"152","Mr Graciano 2",48,0.229166666666667,-0.341949167962657,490,0.424444444444444,0.753333333333333,1.17777777777778,67
"153","Alejandro Molina 3",49,0.26530612244898,-0.410334563425497,502,0.344444444444444,0.831111111111111,1.17555555555556,66
"154","Andres Uribe 4",52,0.230769230769231,-0.51050609082812,532,0.231111111111111,0.937777777777778,1.16888888888889,66
"155","Mateo Graciano 3",51,0.215686274509804,-0.53953099336544,543,0.211111111111111,0.964444444444444,1.17555555555556,66
"156","Mr Uribe 1",47,0.276595744680851,0.0889125773359229,441,0.757777777777778,0.415555555555556,1.17333333333333,66
"157","Andres Posada 4",42,0.261904761904762,-0.136865949276631,459,0.593333333333333,0.568888888888889,1.16222222222222,65
"158","Fernando Uribe 1",48,0.270833333333333,-0.28872154757958,475,0.484444444444444,0.668888888888889,1.15333333333333,65
"159","Mateo Chip 4",45,0.466666666666667,2.19770634072224,404,0.982222222222222,0.18,1.16222222222222,65
"160","Mr Posada 4",47,0.276595744680851,-0.191782005161836,464,0.557777777777778,0.6,1.15777777777778,65
"161","Alejandro Ramirez 3",45,0.244444444444444,0.0475782159328204,444,0.715555555555556,0.435555555555556,1.15111111111111,64
"162","Fernando Graciano 2",48,0.291666666666667,-0.278823992103681,474,0.493333333333333,0.657777777777778,1.15111111111111,64
"163","Manuela Ramirez 5",42,0.333333333333333,0.667215425558723,416,0.906666666666667,0.24,1.14666666666667,64
"164","Mateo Graciano 5",42,0.285714285714286,0.163010606623957,432,0.786666666666667,0.362222222222222,1.14888888888889,64
"165","Mateo Jaramillo 4",41,0.439024390243902,1.03178185576498,409,0.944444444444444,0.202222222222222,1.14666666666667,64
"166","Mr Jaramillo 3",48,0.229166666666667,-0.502829537725478,523,0.24,0.906666666666667,1.14666666666667,64
"167","Alejandro Perez 5",43,0.465116279069767,1.10457279267295,407,0.948888888888889,0.193333333333333,1.14222222222222,63
"168","Andrea Hassan 1",60,0.266666666666667,-0.594626286980469,613,0.144444444444444,1,1.14444444444444,63
"169","Sebastian Graciano 2",42,0.30952380952381,0.500695954055616,420,0.871111111111111,0.271111111111111,1.14222222222222,63
"170","Sebastian Londono 1",48,0.270833333333333,-0.52571075551304,527,0.22,0.922222222222222,1.14222222222222,63
"171","Fernando Chip 5",44,0.318181818181818,0.104256954009811,434,0.764444444444444,0.375555555555556,1.14,62
"172","Juan Uribe 4",44,0.386363636363636,-0.00739427686852823,446,0.675555555555556,0.455555555555556,1.13111111111111,62
"173","Mr Jaramillo 4",46,0.239130434782609,-0.241585927436063,465,0.531111111111111,0.602222222222222,1.13333333333333,62
"174","Mr Uribe 5",45,0.377777777777778,0.0520830821904421,441,0.72,0.415555555555556,1.13555555555556,62
"175","Alejandro Chip 1",50,0.28,-0.269878756085092,467,0.504444444444444,0.615555555555556,1.12,61
"176","Andrea Londono 3",48,0.291666666666667,-0.409795156845385,494,0.351111111111111,0.777777777777778,1.12888888888889,61
"177","Juan Chip 5",51,0.215686274509804,-0.567918308174264,534,0.18,0.944444444444444,1.12444444444444,61
"178","Mr Chip 4",46,0.369565217391304,-0.0113304194605791,445,0.673333333333333,0.446666666666667,1.12,61
"179","Mr Hassan 4",50,0.26,-0.576129311431764,540,0.168888888888889,0.955555555555556,1.12444444444444,61
"180","Alejandro Jaramillo 2",46,0.282608695652174,-0.377602758633127,486,0.384444444444444,0.733333333333333,1.11777777777778,60
"181","Juan Chip 3",43,0.325581395348837,0.370208130786738,420,0.833333333333333,0.271111111111111,1.10444444444444,60
"182","Mateo Londono 3",49,0.224489795918367,-0.523395657776145,519,0.222222222222222,0.895555555555556,1.11777777777778,60
"183","Sebastian Uribe 4",46,0.239130434782609,-0.345186926059733,481,0.42,0.697777777777778,1.11777777777778,60
"184","Alejandro Hassan 2",43,0.325581395348837,0.107621797806251,427,0.768888888888889,0.317777777777778,1.08666666666667,59
"185","Andrea Ramirez 2",43,0.372093023255814,2.1077317185961,392,0.98,0.106666666666667,1.08666666666667,59
"186","Andrea Uribe 5",46,0.260869565217391,-0.466205850971268,497,0.284444444444444,0.802222222222222,1.08666666666667,59
"187","Andres Londono 5",42,0.333333333333333,1.62983818557648,399,0.964444444444444,0.14,1.10444444444444,59
"188","Fernando Jaramillo 3",46,0.260869565217391,0.0609049723495083,431,0.737777777777778,0.351111111111111,1.08888888888889,59
"189","Juan Ramirez 2",50,0.3,-0.492719371175356,506,0.257777777777778,0.844444444444444,1.10222222222222,59
"190","Mateo Londono 5",45,0.222222222222222,-0.599075100377443,530,0.14,0.935555555555556,1.07555555555556,58
"191","Mr Hassan 2",46,0.304347826086957,0.0195833254481264,435,0.697777777777778,0.382222222222222,1.08,58
"192","Sebastian Molina 5",52,0.25,-0.561802591983214,516,0.193333333333333,0.884444444444444,1.07777777777778,58
"193","Andrea Ramirez 1",48,0.229166666666667,-0.401952063686354,485,0.353333333333333,0.717777777777778,1.07111111111111,57
"194","Andres Londono 2",45,0.333333333333333,0.93403719220937,398,0.937777777777778,0.135555555555556,1.07333333333333,57
"195","Juan Londono 4",48,0.25,-0.39651861799132,485,0.357777777777778,0.717777777777778,1.07555555555556,57
"196","Manuela Molina 4",41,0.365853658536585,1.28140009858798,395,0.953333333333333,0.12,1.07333333333333,57
"197","Andrea Jaramillo 4",51,0.215686274509804,-0.563849378129771,514,0.188888888888889,0.88,1.06888888888889,56
"198","Andres Ramirez 4",40,0.35,0.425085110258167,412,0.848888888888889,0.211111111111111,1.06,56
"199","Manuela Graciano 2",46,0.304347826086957,-0.151919307578411,448,0.582222222222222,0.477777777777778,1.06,56
"200","Mateo Perez 4",39,0.282051282051282,0.296562963482779,417,0.815555555555556,0.253333333333333,1.06888888888889,56
"201","Mr Jaramillo 2",47,0.297872340425532,-0.170582060640978,449,0.573333333333333,0.491111111111111,1.06444444444444,56
"202","Mr Uribe 3",46,0.260869565217391,-0.354374387749588,472,0.415555555555556,0.646666666666667,1.06222222222222,56
"203","Sebastian Hassan 3",41,0.341463414634146,0.257615158946904,417,0.806666666666667,0.253333333333333,1.06,56
"204","Andrea Perez 5",54,0.240740740740741,-0.646351266487865,542,0.0933333333333333,0.962222222222222,1.05555555555556,55
"205","Juan Perez 2",52,0.269230769230769,-0.573967129388077,514,0.171111111111111,0.88,1.05111111111111,55
"206","Mateo Graciano 2",44,0.409090909090909,0.457047404089514,407,0.857777777777778,0.193333333333333,1.05111111111111,55
"207","Mr Jaramillo 1",43,0.302325581395349,0.290400378336902,416,0.811111111111111,0.24,1.05111111111111,55
"208","Andres Hassan 2",50,0.24,-0.640070870520445,534,0.1,0.944444444444444,1.04444444444444,54
"209","Juan Chip 4",46,0.282608695652174,-0.307960450092703,460,0.462222222222222,0.575555555555556,1.03777777777778,54
"210","Manuela Hassan 4",50,0.24,-0.450260098048093,486,0.304444444444444,0.733333333333333,1.03777777777778,54
"211","Andrea Uribe 1",53,0.188679245283019,-0.697258622843413,548,0.0577777777777778,0.973333333333333,1.03111111111111,53
"212","Fernando Londono 3",40,0.425,1.28573427773855,381,0.955555555555556,0.0733333333333333,1.02888888888889,53
"213","Mr Graciano 3",48,0.270833333333333,-0.255635422680605,452,0.517777777777778,0.513333333333333,1.03111111111111,53
"214","Sebastian Uribe 1",44,0.340909090909091,0.0569548372863269,424,0.728888888888889,0.297777777777778,1.02666666666667,53
"215","Fernando Molina 4",41,0.341463414634146,1.4724871258362,370,0.962222222222222,0.0511111111111111,1.01333333333333,52
"216","Juan Londono 2",41,0.390243902439024,0.50873651162435,399,0.873333333333333,0.14,1.01333333333333,52
"217","Manuela Perez 1",52,0.230769230769231,-0.579676037285928,510,0.164444444444444,0.857777777777778,1.02222222222222,52
"218","Mateo Jaramillo 3",54,0.222222222222222,-0.632392417036109,525,0.106666666666667,0.917777777777778,1.02444444444444,52
"219","Mr Ramirez 3",46,0.195652173913043,-0.479255780148298,489,0.271111111111111,0.746666666666667,1.01777777777778,52
"220","Alejandro Jaramillo 5",51,0.254901960784314,-0.423386217498481,475,0.333333333333333,0.668888888888889,1.00222222222222,51
"221","Andres Molina 2",49,0.26530612244898,-0.443112046416472,479,0.313333333333333,0.68,0.993333333333333,51
"222","Juan Jaramillo 5",55,0.290909090909091,-0.684793435762018,530,0.0622222222222222,0.935555555555556,0.997777777777778,51
"223","Manuela Chip 1",59,0.23728813559322,-0.778464003503897,591,0.0155555555555556,0.991111111111111,1.00666666666667,51
"224","Andres Jaramillo 1",60,0.2,-0.812625795824705,558,0.00666666666666667,0.98,0.986666666666667,50
"225","Fernando Graciano 4",44,0.363636363636364,0.0283180577564612,423,0.704444444444444,0.288888888888889,0.993333333333333,50
"226","Juan Perez 5",45,0.311111111111111,-0.170654774683322,441,0.571111111111111,0.415555555555556,0.986666666666667,50
"227","Juan Posada 3",43,0.209302325581395,-0.290582613999809,452,0.477777777777778,0.513333333333333,0.991111111111111,50
"228","Manuela Hassan 1",54,0.166666666666667,-0.77469415927747,546,0.0177777777777778,0.971111111111111,0.988888888888889,50
"229","Mateo Hassan 2",39,0.461538461538462,1.00767926594714,369,0.942222222222222,0.0466666666666667,0.988888888888889,50
"230","Andres Hassan 5",47,0.234042553191489,-0.410280836776759,470,0.346666666666667,0.635555555555556,0.982222222222222,49
"231","Mateo Uribe 4",50,0.24,-0.545198482068897,493,0.204444444444444,0.773333333333333,0.977777777777778,49
"232","Sebastian Posada 3",50,0.24,-0.482123440628486,484,0.268888888888889,0.711111111111111,0.98,49
"233","Andrea Jaramillo 2",48,0.229166666666667,-0.366460375371678,459,0.4,0.568888888888889,0.968888888888889,48
"234","Juan Posada 4",48,0.291666666666667,-0.563971555940684,495,0.184444444444444,0.786666666666667,0.971111111111111,48
"235","Manuela Londono 1",47,0.25531914893617,-0.437287172008827,470,0.324444444444444,0.635555555555556,0.96,48
"236","Mr Posada 1",40,0.325,0.0660865024909241,415,0.74,0.228888888888889,0.968888888888889,48
"237","Sebastian Ramirez 5",37,0.351351351351351,0.853600351361693,363,0.928888888888889,0.0444444444444444,0.973333333333333,48
"238","Andres Graciano 4",51,0.274509803921569,-0.572446209169412,493,0.173333333333333,0.773333333333333,0.946666666666667,47
