"","Name","number.bets","percentage.win","profit.loss","N.purch","rank.profit","rank.npurc","puntaje_total","rank_total"
"38","Mr Ramirez 4",3,1,0.258123946208205,40,0.941441441441441,0.664414414414414,1.60585585585586,92
"39","Sebastian Ramirez 3",4,0.75,0.131199542328073,45,0.851351351351351,0.779279279279279,1.63063063063063,92
"40","Alejandro Molina 1",4,0.5,0.0968894405678151,44,0.817567567567568,0.763513513513513,1.58108108108108,91
"41","Andres Graciano 1",5,0.8,0.289451194907556,39,0.952702702702703,0.635135135135135,1.58783783783784,91
"42","Juan Hassan 4",4,0.5,0.218179576335384,40,0.921171171171171,0.664414414414414,1.58558558558559,91
"43","Manuela Ramirez 5",6,0.333333333333333,0.0525171548985626,49,0.736486486486487,0.851351351351351,1.58783783783784,91
"44","Andres Ramirez 4",5,0.6,0.0593313247814073,47,0.747747747747748,0.815315315315315,1.56306306306306,90
"45","Fernando Posada 5",4,0.75,0.131258269093563,41,0.853603603603604,0.695945945945946,1.54954954954955,90
"46","Mateo Molina 2",3,1,0.418949896849134,36,0.981981981981982,0.574324324324324,1.55630630630631,90
"47","Mateo Uribe 2",4,0.5,0.0741260088916869,46,0.772522522522523,0.79954954954955,1.57207207207207,90
"48","Alejandro Perez 5",3,1,0.542945133893401,35,0.997747747747748,0.545045045045045,1.54279279279279,89
"49","Alejandro Ramirez 5",4,0.5,0.00274756493598338,52,0.644144144144144,0.896396396396396,1.54054054054054,89
"50","Manuela Graciano 1",3,1,0.355625186855369,36,0.970720720720721,0.574324324324324,1.54504504504505,89
"51","Manuela Molina 2",6,0.166666666666667,0.0106282493518901,50,0.668918918918919,0.871621621621622,1.54054054054054,89
"52","Sebastian Perez 1",5,0.4,0.0379006909804755,48,0.704954954954955,0.831081081081081,1.53603603603604,89
"53","Fernando Perez 3",4,0.75,0.0815961403507677,43,0.783783783783784,0.745495495495496,1.52927927927928,88
"54","Juan Chip 4",4,0.5,0.115250590206856,41,0.835585585585586,0.695945945945946,1.53153153153153,88
"55","Mr Jaramillo 1",5,0.4,0.309039310287879,36,0.957207207207207,0.574324324324324,1.53153153153153,88
"56","Sebastian Graciano 4",4,0.5,0.388329728402282,35,0.97972972972973,0.545045045045045,1.52477477477477,88
"57","Sebastian Uribe 4",4,0.25,0.0422564806796029,47,0.709459459459459,0.815315315315315,1.52477477477477,88
"58","Alejandro Ramirez 1",3,0.666666666666667,0.378342388080307,35,0.975225225225225,0.545045045045045,1.52027027027027,87
"59","Manuela Posada 2",5,0.4,0.10798467606238,41,0.826576576576577,0.695945945945946,1.52252252252252,87
"60","Mr Posada 4",4,0.5,0.0948151677219344,41,0.815315315315315,0.695945945945946,1.51126126126126,87
"61","Alejandro Graciano 1",4,0.5,0.11754433726617,40,0.84009009009009,0.664414414414414,1.5045045045045,86
"62","Mateo Chip 4",5,0.8,0.7098734621953,34,1,0.509009009009009,1.50900900900901,86
"63","Mr Hassan 2",5,0.4,0.0684338091588454,43,0.763513513513513,0.745495495495496,1.50900900900901,86
"64","Mr Molina 4",4,0.5,0.146271285579236,39,0.869369369369369,0.635135135135135,1.5045045045045,86
"65","Sebastian Jaramillo 2",4,0.25,0.0439433648084968,45,0.722972972972973,0.779279279279279,1.50225225225225,86
"66","Alejandro Posada 4",4,0.5,-0.0066688080579026,50,0.612612612612613,0.871621621621622,1.48423423423423,85
"67","Fernando Graciano 5",4,0.5,0.0842085704531479,41,0.788288288288288,0.695945945945946,1.48423423423423,85
"68","Manuela Londono 5",4,0.5,0.143320702774215,38,0.864864864864865,0.612612612612613,1.47747747747748,85
"69","Mr Graciano 2",4,0.25,-0.00202929277807717,49,0.635135135135135,0.851351351351351,1.48648648648649,85
"70","Andres Posada 3",5,0.2,-0.038967171792801,56,0.529279279279279,0.936936936936937,1.46621621621622,84
"71","Fernando Molina 5",3,0.666666666666667,0.313238748088817,34,0.959459459459459,0.509009009009009,1.46846846846847,84
"72","Juan Hassan 2",4,0.75,0.0375035267002597,44,0.702702702702703,0.763513513513513,1.46621621621622,84
"73","Juan Posada 1",4,0.25,0.0748273749530628,41,0.777027027027027,0.695945945945946,1.47297297297297,84
"74","Mr Posada 3",6,0.166666666666667,-0.042502344559057,58,0.52027027027027,0.954954954954955,1.47522522522523,84
"75","Alejandro Ramirez 4",5,0.2,0.0272602950692187,44,0.686936936936937,0.763513513513513,1.45045045045045,83
"76","Fernando Perez 4",3,0.333333333333333,0.0604012437074777,41,0.752252252252252,0.695945945945946,1.4481981981982,83
"77","Mateo Hassan 2",4,0.75,0.255356925201718,34,0.939189189189189,0.509009009009009,1.4481981981982,83
"78","Mateo Ramirez 3",3,0.666666666666667,0.150721613218735,36,0.873873873873874,0.574324324324324,1.4481981981982,83
"79","Sebastian Graciano 1",5,0.4,0.00773681903109114,46,0.657657657657658,0.79954954954955,1.45720720720721,83
"80","Juan Molina 1",3,0.666666666666667,0.108688450058682,38,0.828828828828829,0.612612612612613,1.44144144144144,82
"81","Manuela Jaramillo 2",3,0.333333333333333,0.187127744162322,35,0.900900900900901,0.545045045045045,1.44594594594595,82
"82","Sebastian Graciano 5",3,0.666666666666667,0.0476406104209646,42,0.727477477477477,0.711711711711712,1.43918918918919,82
"83","Sebastian Londono 4",4,0.25,-0.0137892701682278,49,0.592342342342342,0.851351351351351,1.44369369369369,82
"84","Andres Londono 1",3,0.666666666666667,0.152733085299337,35,0.876126126126126,0.545045045045045,1.42117117117117,81
"85","Fernando Londono 3",4,0.75,0.138072027013057,36,0.86036036036036,0.574324324324324,1.43468468468468,81
"86","Mateo Londono 4",3,0.333333333333333,0.271846718054677,33,0.948198198198198,0.481981981981982,1.43018018018018,81
"87","Sebastian Londono 3",3,0.333333333333333,0.101096895105322,37,0.824324324324324,0.596846846846847,1.42117117117117,81
"88","Andrea Jaramillo 1",5,0.2,-0.0672889594273556,58,0.445945945945946,0.954954954954955,1.4009009009009,80
"89","Andres Jaramillo 2",5,0.4,-0.0488106424819136,53,0.5,0.905405405405405,1.40540540540541,80
"90","Manuela Perez 1",4,0.25,0.00138589226977914,44,0.641891891891892,0.763513513513513,1.40540540540541,80
"91","Mr Chip 1",6,0.333333333333333,-0.0660556773591813,58,0.45045045045045,0.954954954954955,1.40540540540541,80
"92","Mr Uribe 4",4,0.25,-0.0192844380727091,48,0.578828828828829,0.831081081081081,1.40990990990991,80
"93","Andres Londono 3",4,0.25,0.0638349229597166,39,0.759009009009009,0.635135135135135,1.39414414414414,79
"94","Fernando Ramirez 4",4,0.5,0.0208904794969087,42,0.68018018018018,0.711711711711712,1.39189189189189,79
"95","Manuela Londono 2",4,0.5,0.0496369805086225,40,0.734234234234234,0.664414414414414,1.39864864864865,79
"96","Mateo Graciano 1",5,0.2,-0.0633278384887657,57,0.454954954954955,0.943693693693694,1.39864864864865,79
"97","Andres Londono 4",3,1,0.353571652111255,31,0.966216216216216,0.403153153153153,1.36936936936937,78
"98","Manuela Jaramillo 5",3,0.666666666666667,0.254826658632791,32,0.936936936936937,0.441441441441441,1.37837837837838,78
"99","Manuela Molina 5",4,0.25,-0.000703351482729153,43,0.63963963963964,0.745495495495496,1.38513513513514,78
"100","Manuela Uribe 4",4,0.5,0.13266822450814,34,0.855855855855856,0.509009009009009,1.36486486486486,78
"101","Alejandro Ramirez 3",3,0.666666666666667,0.205908540451135,32,0.912162162162162,0.441441441441441,1.3536036036036,77
"102","Andrea Graciano 5",3,0.666666666666667,0.207429717840314,32,0.914414414414414,0.441441441441441,1.35585585585586,77
"103","Mateo Londono 2",4,0.25,-0.0508741757083737,50,0.488738738738739,0.871621621621622,1.36036036036036,77
"104","Sebastian Jaramillo 5",3,0.666666666666667,0.297734645658764,31,0.954954954954955,0.403153153153153,1.35810810810811,77
"105","Sebastian Perez 5",3,0.333333333333333,0.0432371329825105,39,0.720720720720721,0.635135135135135,1.35585585585586,77
"106","Alejandro Chip 2",5,0.2,-0.0495565902168121,49,0.495495495495495,0.851351351351351,1.34684684684685,76
"107","Andrea Hassan 5",5,0.2,-0.0620012499597185,51,0.466216216216216,0.880630630630631,1.34684684684685,76
"108","Juan Chip 5",6,0.333333333333333,-0.0901273538054465,58,0.38963963963964,0.954954954954955,1.34459459459459,76
"109","Juan Posada 3",4,0.5,0.0588347984295379,37,0.743243243243243,0.596846846846847,1.34009009009009,76
"110","Juan Posada 4",4,0.5,0.133193143885833,33,0.858108108108108,0.481981981981982,1.34009009009009,76
"111","Alejandro Molina 5",3,1,0.380514010396603,28,0.977477477477477,0.346846846846847,1.32432432432432,75
"112","Juan Chip 1",3,0.333333333333333,0.00846695392648811,40,0.666666666666667,0.664414414414414,1.33108108108108,75
"113","Manuela Molina 3",4,0.75,0.122828758105849,33,0.849099099099099,0.481981981981982,1.33108108108108,75
"114","Sebastian Posada 3",3,0.666666666666667,0.183414668007547,32,0.894144144144144,0.441441441441441,1.33558558558559,75
"115","Alejandro Hassan 2",5,0.4,-0.0318356922217788,45,0.542792792792793,0.779279279279279,1.32207207207207,74
"116","Andrea Londono 2",4,0.25,-0.0213931886699074,43,0.56981981981982,0.745495495495496,1.31531531531532,74
"117","Andrea Ramirez 2",3,0.666666666666667,0.265497112625076,29,0.943693693693694,0.371621621621622,1.31531531531532,74
"118","Mr Jaramillo 3",3,0.333333333333333,0.0392282497344532,38,0.707207207207207,0.612612612612613,1.31981981981982,74
"119","Mr Uribe 2",3,0.666666666666667,0.109740732699244,33,0.833333333333333,0.481981981981982,1.31531531531532,74
"120","Fernando Chip 4",4,0.25,-0.0117373613104702,42,0.601351351351351,0.711711711711712,1.31306306306306,73
"121","Manuela Perez 4",3,0.333333333333333,0.122803725302807,32,0.846846846846847,0.441441441441441,1.28828828828829,73
"122","Mateo Posada 5",5,0.2,-0.0964223008091543,56,0.371621621621622,0.936936936936937,1.30855855855856,73
"123","Sebastian Chip 3",4,0.25,0.0431851497488445,37,0.716216216216216,0.596846846846847,1.31306306306306,73
"124","Alejandro Londono 2",4,0.25,-0.0195995989437493,41,0.576576576576577,0.695945945945946,1.27252252252252,72
"125","Andrea Molina 5",4,0.5,0.0563538666263319,35,0.738738738738739,0.545045045045045,1.28378378378378,72
"126","Juan Londono 4",3,0.333333333333333,0.24580594631824,28,0.934684684684685,0.346846846846847,1.28153153153153,72
"127","Sebastian Londono 2",5,0.4,-0.114714988801153,57,0.328828828828829,0.943693693693694,1.27252252252252,72
"128","Andrea Graciano 4",4,0.5,-0.0431917771869856,43,0.518018018018018,0.745495495495496,1.26351351351351,71
"129","Andres Hassan 2",4,0.25,-0.0811670767734571,49,0.412162162162162,0.851351351351351,1.26351351351351,71
"130","Fernando Uribe 1",4,0.25,-0.073281948471684,48,0.434684684684685,0.831081081081081,1.26576576576577,71
"131","Sebastian Uribe 2",5,0.2,-0.0208964200771806,41,0.574324324324324,0.695945945945946,1.27027027027027,71
"132","Alejandro Graciano 5",4,0.25,0.0688411994619038,33,0.765765765765766,0.481981981981982,1.24774774774775,70
"133","Alejandro Londono 4",5,0.2,-0.122186060020794,62,0.281531531531532,0.977477477477477,1.25900900900901,70
"134","Alejandro Posada 1",6,0.333333333333333,-0.114612559966826,55,0.331081081081081,0.925675675675676,1.25675675675676,70
"135","Juan Jaramillo 5",3,0.666666666666667,0.0920608713197624,32,0.804054054054054,0.441441441441441,1.2454954954955,70
"136","Manuela Graciano 4",4,0.5,0.17142708703564,29,0.88963963963964,0.371621621621622,1.26126126126126,70
"137","Fernando Graciano 2",3,0.666666666666667,0.174703493577886,28,0.891891891891892,0.346846846846847,1.23873873873874,69
"138","Fernando Graciano 3",3,1,0.37737995111352,25,0.972972972972973,0.261261261261261,1.23423423423423,69
"139","Juan Londono 1",3,0.333333333333333,0.117904156486351,31,0.842342342342342,0.403153153153153,1.2454954954955,69
"140","Mateo Uribe 5",5,0.2,-0.119754246011405,57,0.295045045045045,0.943693693693694,1.23873873873874,69
"141","Andrea Londono 3",6,0.166666666666667,-0.143183975851022,64,0.238738738738739,0.984234234234234,1.22297297297297,68
"142","Andrea Ramirez 1",4,0.25,-0.0263771380626169,40,0.556306306306306,0.664414414414414,1.22072072072072,68
"143","Andres Ramirez 1",3,0.666666666666667,0.00321080618385983,36,0.646396396396396,0.574324324324324,1.22072072072072,68
"144","Fernando Londono 4",4,0.25,-0.0603979454852895,43,0.472972972972973,0.745495495495496,1.21846846846847,68
"145","Mateo Uribe 1",3,0.333333333333333,-0.0109891496479155,38,0.605855855855856,0.612612612612613,1.21846846846847,68
"146","Juan Chip 2",4,0.25,-0.0227934293224277,39,0.567567567567568,0.635135135135135,1.2027027027027,67
"147","Juan Perez 1",7,0.285714285714286,-0.149113466786028,72,0.209459459459459,0.997747747747748,1.20720720720721,67
"148","Mateo Graciano 5",3,0.666666666666667,0.223434853734251,26,0.923423423423423,0.292792792792793,1.21621621621622,67
"149","Mateo Perez 4",2,1,0.495998207489953,24,0.990990990990991,0.222972972972973,1.21396396396396,67
"150","Alejandro Jaramillo 2",4,0.5,0.0631483162279562,32,0.754504504504504,0.441441441441441,1.19594594594595,66
"151","Andrea Molina 3",4,0.25,-0.0117752622768494,37,0.599099099099099,0.596846846846847,1.19594594594595,66
"152","Manuela Posada 5",5,0.2,-0.110154187613808,49,0.342342342342342,0.851351351351351,1.19369369369369,66
"153","Mr Molina 2",3,0.333333333333333,0.0589631631644716,32,0.745495495495496,0.441441441441441,1.18693693693694,66
"154","Sebastian Jaramillo 1",4,0.25,0.00373716063106078,35,0.650900900900901,0.545045045045045,1.19594594594595,66
"155","Andrea Chip 4",3,0.333333333333333,0.0311237856222002,33,0.698198198198198,0.481981981981982,1.18018018018018,65
"156","Andrea Perez 5",4,0.25,-0.0437671733338092,40,0.515765765765766,0.664414414414414,1.18018018018018,65
"157","Mateo Ramirez 2",3,0.666666666666667,0.0852630278766753,30,0.790540540540541,0.382882882882883,1.17342342342342,65
"158","Mr Ramirez 1",3,0.333333333333333,-0.072323535807873,43,0.436936936936937,0.745495495495496,1.18243243243243,65
"159","Fernando Ramirez 1",3,0.333333333333333,0.00355737877970874,34,0.648648648648649,0.509009009009009,1.15765765765766,64
"160","Mateo Molina 4",3,0.666666666666667,0.0810089361873625,30,0.781531531531532,0.382882882882883,1.16441441441441,64
"161","Mr Chip 3",4,0.25,-0.074892110776176,43,0.423423423423423,0.745495495495496,1.16891891891892,64
"162","Mr Graciano 4",5,0.4,-0.160478156348482,60,0.189189189189189,0.966216216216216,1.15540540540541,64
"163","Sebastian Molina 3",3,0.333333333333333,-0.00420446765745741,35,0.619369369369369,0.545045045045045,1.16441441441441,64
"164","Alejandro Molina 3",4,0.25,-0.125709949212308,50,0.277027027027027,0.871621621621622,1.14864864864865,63
"165","Fernando Uribe 5",6,0.166666666666667,-0.167780344885448,64,0.162162162162162,0.984234234234234,1.1463963963964,63
"166","Juan Molina 2",6,0.166666666666667,-0.139204166086853,52,0.256756756756757,0.896396396396396,1.15315315315315,63
"167","Manuela Chip 1",4,0.25,-0.025653310438747,37,0.558558558558559,0.596846846846847,1.15540540540541,63
"168","Alejandro Graciano 3",3,0.333333333333333,0.00830901041158905,33,0.662162162162162,0.481981981981982,1.14414414414414,62
"169","Andres Jaramillo 1",5,0.2,-0.120898996738151,49,0.286036036036036,0.851351351351351,1.13738738738739,62
"170","Fernando Hassan 1",4,0.25,-0.169968042309981,62,0.155405405405405,0.977477477477477,1.13288288288288,62
"171","Manuela Uribe 5",3,0.333333333333333,0.0165375767121496,32,0.675675675675676,0.441441441441441,1.11711711711712,62
"172","Alejandro Uribe 5",2,0.5,0.116557502922242,25,0.837837837837838,0.261261261261261,1.0990990990991,61
"173","Andrea Perez 4",5,0.4,-0.0781387251395601,41,0.414414414414414,0.695945945945946,1.11036036036036,61
"174","Juan Molina 4",4,0.25,0.0084051199563453,32,0.664414414414414,0.441441441441441,1.10585585585586,61
"175","Juan Perez 3",4,0.25,-0.0713777624877928,40,0.443693693693694,0.664414414414414,1.10810810810811,61
"176","Mateo Ramirez 4",4,0.25,-0.0901425255966771,42,0.387387387387387,0.711711711711712,1.0990990990991,61
"177","Mr Jaramillo 5",6,0.333333333333333,-0.179786147016873,62,0.121621621621622,0.977477477477477,1.0990990990991,61
"178","Fernando Perez 1",2,0.5,0.0901528748053084,26,0.797297297297297,0.292792792792793,1.09009009009009,60
"179","Juan Molina 5",2,0.5,0.109357024562216,25,0.831081081081081,0.261261261261261,1.09234234234234,60
"180","Juan Uribe 1",4,0.25,-0.176302021798453,59,0.132882882882883,0.959459459459459,1.09234234234234,60
"181","Andrea Londono 4",7,0.142857142857143,-0.19604666978314,65,0.0945945945945946,0.988738738738739,1.08333333333333,59
"182","Mateo Uribe 3",3,0.333333333333333,-0.0177091495977101,33,0.585585585585586,0.481981981981982,1.06756756756757,59
"183","Mr Chip 2",3,0.333333333333333,0.0873423464074015,26,0.792792792792793,0.292792792792793,1.08558558558559,59
"184","Mr Graciano 5",5,0,-0.174981540811739,56,0.13963963963964,0.936936936936937,1.07657657657658,59
"185","Sebastian Posada 2",4,0.5,-0.0468260384813997,36,0.511261261261261,0.574324324324324,1.08558558558559,59
"186","Alejandro Uribe 1",4,0.25,-0.161224369592548,50,0.186936936936937,0.871621621621622,1.05855855855856,58
"187","Andrea Uribe 5",3,0.333333333333333,-0.0211107563470834,33,0.572072072072072,0.481981981981982,1.05405405405405,58
"188","Manuela Chip 3",3,0.333333333333333,0.0485272599005606,27,0.72972972972973,0.313063063063063,1.04279279279279,58
"189","Mateo Londono 1",3,0.333333333333333,0.0431069910565818,28,0.713963963963964,0.346846846846847,1.06081081081081,58
"190","Andrea Molina 1",4,0,-0.118370838567266,42,0.310810810810811,0.711711711711712,1.02252252252252,57
"191","Andrea Posada 1",6,0,-0.245420987702629,66,0.036036036036036,0.990990990990991,1.02702702702703,57
"192","Fernando Molina 4",3,0.333333333333333,-0.00356200906415272,31,0.623873873873874,0.403153153153153,1.02702702702703,57
"193","Juan Hassan 5",3,0.333333333333333,-0.0324642516315891,33,0.540540540540541,0.481981981981982,1.02252252252252,57
"194","Sebastian Jaramillo 3",5,0.2,-0.144499176471668,46,0.231981981981982,0.79954954954955,1.03153153153153,57
"195","Alejandro Chip 4",4,0.25,0.0318461814768909,27,0.70045045045045,0.313063063063063,1.01351351351351,56
"196","Alejandro Londono 1",3,0,-0.0719897313321585,36,0.439189189189189,0.574324324324324,1.01351351351351,56
"197","Fernando Chip 5",5,0.2,-0.195773133925037,54,0.0968468468468468,0.918918918918919,1.01576576576577,56
"198","Mateo Hassan 1",5,0.2,-0.145483100729867,45,0.22972972972973,0.779279279279279,1.00900900900901,56
"199","Andres Perez 1",5,0.2,-0.176645554863847,50,0.130630630630631,0.871621621621622,1.00225225225225,55
"200","Fernando Graciano 4",5,0.2,-0.183927171715543,52,0.112612612612613,0.896396396396396,1.00900900900901,55
"201","Manuela Molina 1",2,0.5,0.0929562991046498,23,0.806306306306306,0.202702702702703,1.00900900900901,55
"202","Manuela Posada 1",3,0.333333333333333,-0.0493455694108815,34,0.497747747747748,0.509009009009009,1.00675675675676,55
"203","Sebastian Molina 4",4,0,-0.157671582872398,47,0.191441441441441,0.815315315315315,1.00675675675676,55
"204","Sebastian Molina 5",4,0.25,-0.101042352338391,39,0.367117117117117,0.635135135135135,1.00225225225225,55
"205","Fernando Molina 1",3,0.333333333333333,-0.00326828254591338,29,0.626126126126126,0.371621621621622,0.997747747747748,54
"206","Mateo Chip 5",7,0,-0.342124277740588,68,0.00225225225225225,0.993243243243243,0.995495495495495,54
"207","Sebastian Posada 1",6,0,-0.276331614514563,64,0.00900900900900901,0.984234234234234,0.993243243243243,54
"208","Andres Uribe 1",4,0.25,-0.116299820429028,40,0.324324324324324,0.664414414414414,0.988738738738739,53
"209","Fernando Posada 3",5,0,-0.247191523567387,58,0.0315315315315315,0.954954954954955,0.986486486486487,53
"210","Manuela Jaramillo 1",3,0.666666666666667,0.0945244856364649,21,0.810810810810811,0.175675675675676,0.986486486486487,53
"211","Sebastian Uribe 3",3,0.333333333333333,-0.104710279329719,39,0.358108108108108,0.635135135135135,0.993243243243243,53
"212","Andres Posada 4",6,0.166666666666667,-0.218864005857753,54,0.0630630630630631,0.918918918918919,0.981981981981982,52
"213","Juan Graciano 4",5,0,-0.167486291705818,47,0.166666666666667,0.815315315315315,0.981981981981982,52
"214","Juan Perez 4",3,0.333333333333333,0.0932665706258986,21,0.808558558558559,0.175675675675676,0.984234234234234,52
"215","Juan Posada 2",4,0,-0.126921022706382,42,0.274774774774775,0.711711711711712,0.986486486486486,52
"216","Mr Chip 4",4,0,-0.170517480845769,48,0.150900900900901,0.831081081081081,0.981981981981982,52
"217","Fernando Uribe 3",3,0.333333333333333,0.00827194067604475,27,0.65990990990991,0.313063063063063,0.972972972972973,51
"218","Juan Chip 3",3,0.333333333333333,-0.0849378432465476,36,0.405405405405405,0.574324324324324,0.97972972972973,51
"219","Mateo Graciano 4",2,1,0.074600021456724,23,0.774774774774775,0.202702702702703,0.977477477477477,51
"220","Mr Perez 2",5,0,-0.236143864931255,55,0.0495495495495495,0.925675675675676,0.975225225225225,51
"221","Andrea Posada 4",3,0.333333333333333,-0.00566776473473141,28,0.614864864864865,0.346846846846847,0.961711711711712,50
"222","Andres Uribe 5",4,0.25,-0.0231119243086322,31,0.565315315315315,0.403153153153153,0.968468468468468,50
"223","Fernando Graciano 1",3,0.333333333333333,-0.00383822324773686,28,0.621621621621622,0.346846846846847,0.968468468468468,50
"224","Manuela Jaramillo 3",2,0.5,0.148272797854553,16,0.871621621621622,0.0990990990990991,0.970720720720721,50
"225","Mateo Posada 4",2,0.5,0.157214170042262,15,0.880630630630631,0.0833333333333333,0.963963963963964,50
"226","Alejandro Perez 4",4,0.25,-0.148857876502572,43,0.211711711711712,0.745495495495496,0.957207207207207,49
"227","Andres Perez 2",5,0.2,-0.1564362360265,44,0.193693693693694,0.763513513513513,0.957207207207207,49
"228","Manuela Hassan 3",5,0,-0.233758222817453,53,0.0518018018018018,0.905405405405405,0.957207207207207,49
"229","Sebastian Chip 5",5,0.4,-0.104553242809329,37,0.36036036036036,0.596846846846847,0.957207207207207,49
"230","Andrea Hassan 3",2,0.5,0.091392198489521,20,0.801801801801802,0.153153153153153,0.954954954954955,48
"231","Fernando Hassan 2",2,0.5,0.0691086299271526,22,0.768018018018018,0.186936936936937,0.954954954954955,48
"232","Juan Londono 5",5,0.2,-0.248473924451718,54,0.0292792792792793,0.918918918918919,0.948198198198198,48
"233","Mr Ramirez 2",3,0,-0.139298433784347,41,0.254504504504505,0.695945945945946,0.950450450450451,48
"234","Sebastian Posada 4",3,0,-0.104985459254401,37,0.355855855855856,0.596846846846847,0.952702702702703,48
"235","Andrea Jaramillo 2",3,0.333333333333333,-0.0648042410283158,33,0.452702702702703,0.481981981981982,0.934684684684685,47
"236","Andres Graciano 2",3,0.333333333333333,0.013342704396818,25,0.671171171171171,0.261261261261261,0.932432432432432,47
"237","Manuela Hassan 1",5,0.2,-0.187087521036017,48,0.108108108108108,0.831081081081081,0.939189189189189,47
"238","Sebastian Hassan 4",3,0.333333333333333,0.0266575530760762,25,0.684684684684685,0.261261261261261,0.945945945945946,47
"239","Alejandro Ramirez 2",3,0,-0.0905477951204754,35,0.385135135135135,0.545045045045045,0.93018018018018,46
"240","Andres Jaramillo 5",2,0.5,0.0837246864004986,19,0.786036036036036,0.137387387387387,0.923423423423423,46
"241","Fernando Jaramillo 2",6,0.166666666666667,-0.263627423205666,53,0.018018018018018,0.905405405405405,0.923423423423423,46
